fecha_toma_muestra,pruebas_totales,positivos_totales,pruebas_totales_cdmx,positivos_totales_cdmx,tasa_positividad,tasa_positividad_cdmx
11/10/2021,10826,1137,9475,981,0.10502494,0.10353562
12/10/2021,10257,816,8823,721,0.079555426,0.081718236
13/10/2021,10881,667,9205,579,0.061299513,0.062900598
14/10/2021,9905,751,8404,654,0.075820293,0.077820086
15/10/2021,10785,606,9230,544,0.056189152,0.058938245
16/10/2021,3584,195,2992,161,0.054408482,0.05381016
17/10/2021,2477,170,2119,140,0.068631409,0.0660689
18/10/2021,9765,635,8452,555,0.065028162,0.065664931
19/10/2021,8523,555,7392,502,0.065117916,0.067911255
20/10/2021,9085,569,7943,500,0.06263071,0.062948508
21/10/2021,8314,529,7266,471,0.063627616,0.064822461
22/10/2021,8785,425,7847,384,0.048377917,0.048935899
23/10/2021,4423,153,3898,129,0.034591906,0.033093894
24/10/2021,2705,105,2218,92,0.038817006,0.04147881
25/10/2021,10060,554,8864,495,0.055069583,0.055843863
26/10/2021,7715,451,6678,392,0.05845755,0.05870021
27/10/2021,7841,459,6763,397,0.058538452,0.05870176
28/10/2021,7147,384,6185,340,0.053728837,0.054971706
29/10/2021,6453,364,5603,322,0.056407872,0.057469213
30/10/2021,2821,112,2398,92,0.039702233,0.038365304
31/10/2021,1867,85,1538,74,0.045527584,0.048114434
01/11/2021,6122,351,5300,317,0.057334205,0.059811321
02/11/2021,3586,200,3013,171,0.055772448,0.056754066
03/11/2021,8441,337,7171,296,0.03992418,0.041277367
04/11/2021,7825,346,6728,297,0.044217252,0.044143876
05/11/2021,7807,461,6861,419,0.059049571,0.061069815
06/11/2021,2320,127,2010,106,0.054741379,0.052736318
07/11/2021,1970,90,1700,82,0.045685279,0.048235294
08/11/2021,8725,384,7715,354,0.044011461,0.04588464
09/11/2021,8666,297,7742,275,0.034271867,0.035520537
10/11/2021,7339,364,6446,334,0.049598038,0.051815079
11/11/2021,6933,345,6074,306,0.049762008,0.050378663
12/11/2021,8783,331,8017,306,0.03768644,0.038168891
13/11/2021,1985,77,1792,70,0.038790932,0.0390625
14/11/2021,1312,68,1128,60,0.051829268,0.053191489
15/11/2021,1608,80,1392,67,0.049751244,0.048132184
16/11/2021,6955,419,6100,397,0.060244428,0.065081967
17/11/2021,6803,404,6024,369,0.059385565,0.06125498
18/11/2021,6705,356,5870,324,0.053094705,0.055195911
19/11/2021,6315,281,5543,258,0.044497229,0.046545192
20/11/2021,1495,81,1317,75,0.054180602,0.056947608
21/11/2021,1745,82,1482,60,0.046991404,0.04048583
22/11/2021,7005,337,6112,304,0.048108494,0.04973822
23/11/2021,9143,331,8325,290,0.036202559,0.034834835
24/11/2021,8958,337,8125,299,0.037620004,0.0368
25/11/2021,8265,312,7520,286,0.037749546,0.038031915
26/11/2021,6630,304,5758,266,0.045852187,0.046196596
27/11/2021,2244,98,2020,92,0.043672014,0.045544554
28/11/2021,1705,64,1468,56,0.037536657,0.038147139
29/11/2021,6053,300,5271,270,0.049562201,0.051223677
30/11/2021,5614,249,4951,221,0.044353402,0.044637447
01/12/2021,5663,306,5015,281,0.054034964,0.056031904
02/12/2021,8300,279,7515,245,0.033614458,0.032601464
03/12/2021,5362,266,4808,255,0.049608355,0.053036606
04/12/2021,1830,75,1559,62,0.040983607,0.039769083
05/12/2021,1676,94,1456,87,0.056085919,0.059752747
06/12/2021,5678,323,4960,294,0.056886228,0.059274194
07/12/2021,6314,244,5552,227,0.038644283,0.040886167
08/12/2021,8243,250,7614,230,0.030328764,0.030207512
09/12/2021,8097,295,7546,270,0.036433247,0.035780546
10/12/2021,6270,226,5563,198,0.036044657,0.035592306
11/12/2021,1811,74,1629,70,0.040861403,0.042971148
12/12/2021,1447,89,1289,83,0.061506565,0.064391001
13/12/2021,5182,292,4505,269,0.0563489,0.059711432
14/12/2021,5759,340,5043,315,0.059038027,0.06246282
15/12/2021,5710,295,5051,260,0.051663748,0.051474955
16/12/2021,5493,278,4885,259,0.050609867,0.053019447
17/12/2021,5594,288,4956,265,0.051483733,0.053470541
18/12/2021,1305,99,1191,90,0.075862069,0.075566751
19/12/2021,1200,70,1066,64,0.058333333,0.060037523
20/12/2021,5830,460,5222,421,0.07890223,0.080620452
21/12/2021,6201,583,5502,521,0.094017094,0.094692839
22/12/2021,7054,669,6245,609,0.094839807,0.097518014
23/12/2021,7484,878,6732,825,0.117316943,0.12254902
24/12/2021,5168,632,4655,572,0.122291022,0.122878625
25/12/2021,729,93,622,83,0.127572016,0.133440514
26/12/2021,1704,258,1525,242,0.151408451,0.158688525
27/12/2021,8001,1426,7311,1328,0.178227722,0.181644098
28/12/2021,9276,1837,8418,1713,0.198037947,0.203492516
29/12/2021,11125,2456,10044,2252,0.220764045,0.224213461
30/12/2021,11432,2966,10495,2759,0.259447166,0.262887089
31/12/2021,7995,2440,7262,2239,0.305190744,0.308317268
01/01/2022,1304,386,1195,373,0.29601227,0.312133891
02/01/2022,1960,575,1776,520,0.293367347,0.292792793
03/01/2022,13366,4504,12124,4140,0.336974413,0.341471462
04/01/2022,16291,5709,14736,5235,0.350438893,0.355252443
05/01/2022,18369,6971,16697,6505,0.379498067,0.389590944
06/01/2022,20045,7686,18342,7098,0.383437266,0.3869807
07/01/2022,21470,8263,19529,7649,0.384862599,0.391673921
08/01/2022,6168,2188,5590,1971,0.354734112,0.352593918
09/01/2022,6579,2247,5972,2110,0.341541268,0.353315472
10/01/2022,22574,9029,20158,8197,0.399973421,0.406637563
11/01/2022,24981,10885,22251,9848,0.435731156,0.44258685
12/01/2022,23717,10035,21015,8966,0.423114222,0.426647633
13/01/2022,22645,10657,20186,9572,0.470611614,0.474190033
14/01/2022,22201,10224,19648,9152,0.460519796,0.465798046
15/01/2022,8244,3436,7391,3096,0.416787967,0.418887837
16/01/2022,8227,3804,7168,3246,0.462379968,0.452845982
17/01/2022,25760,11274,22585,9960,0.43765528,0.441000664
18/01/2022,27690,12068,24424,10636,0.435825208,0.435473305
19/01/2022,26912,12444,23890,11003,0.462395957,0.460569276
20/01/2022,25245,12172,22208,10796,0.482154882,0.486131124
21/01/2022,24375,11418,21581,10020,0.468430769,0.464297299
22/01/2022,9499,4676,8379,4162,0.492262343,0.496717985
23/01/2022,8289,3596,7235,3250,0.433827965,0.449205252
24/01/2022,24220,10806,21152,9534,0.446160198,0.450737519
25/01/2022,25151,11739,21894,10292,0.466740885,0.470083128
26/01/2022,26481,11990,23306,10674,0.452777463,0.45799365
27/01/2022,24414,10853,21437,9619,0.444540018,0.448710174
28/01/2022,22679,9884,20022,8789,0.435821685,0.438967136
29/01/2022,8338,3729,7144,3231,0.447229551,0.452267637
30/01/2022,7660,3249,6590,2838,0.424151436,0.430652504
31/01/2022,19211,8464,17015,7474,0.440580917,0.439259477
01/02/2022,20591,9073,18007,7973,0.440629401,0.442772255
02/02/2022,19454,8749,16927,7726,0.449727562,0.456430555
03/02/2022,19519,8082,17136,7190,0.414058097,0.4195845
04/02/2022,18329,7867,16255,6996,0.429210541,0.430390649
05/02/2022,7161,2668,6282,2367,0.372573663,0.376790831
06/02/2022,5802,2208,5104,1942,0.380558428,0.380485893
07/02/2022,4454,1655,4022,1501,0.371576111,0.373197414
08/02/2022,14871,5674,13008,4957,0.381547979,0.381073186
09/02/2022,17106,7517,15076,6580,0.439436455,0.436455293
10/02/2022,16374,6594,14721,5977,0.402711616,0.406018613
11/02/2022,14811,5706,13241,5119,0.385254203,0.38660222
12/02/2022,6149,2804,5432,2498,0.456009107,0.459867452
13/02/2022,5222,2465,4596,2172,0.472041363,0.472584856
14/02/2022,12768,5112,11289,4535,0.40037594,0.401718487
15/02/2022,13484,4848,11952,4351,0.359537229,0.364039491
16/02/2022,13304,4633,11668,4130,0.34824113,0.353959547
17/02/2022,12919,3992,11370,3590,0.309002245,0.315743184
18/02/2022,13294,4565,11998,4227,0.343387995,0.352308718
19/02/2022,4627,1413,4032,1206,0.305381457,0.299107143
20/02/2022,4443,1295,4006,1140,0.291469728,0.28457314
21/02/2022,12445,3492,11401,3242,0.280594616,0.284361021
22/02/2022,14190,4532,12494,3877,0.319379845,0.310308948
23/02/2022,13634,4821,11916,4083,0.353601291,0.34264854
24/02/2022,10853,2755,9684,2516,0.253846863,0.259809996
25/02/2022,11222,3120,9991,2724,0.278025307,0.272645381
26/02/2022,4886,1234,4486,1103,0.25255833,0.245876059
27/02/2022,2108,522,1943,465,0.247628083,0.239320638
28/02/2022,13386,3666,11997,3205,0.273868221,0.267150121
01/03/2022,9665,2748,8579,2429,0.284324884,0.283133232
02/03/2022,8934,2214,7881,1995,0.247817327,0.253140464
03/03/2022,9344,1958,8418,1802,0.209546233,0.214065099
04/03/2022,10580,2055,9455,1878,0.194234405,0.198625066
05/03/2022,4397,657,4123,617,0.149420059,0.149648314
06/03/2022,3097,386,2792,350,0.124636745,0.125358166
07/03/2022,11263,1999,10113,1822,0.177483797,0.180164145
08/03/2022,9025,1579,8192,1499,0.174958449,0.182983398
09/03/2022,8827,1495,7907,1391,0.169366716,0.175920071
10/03/2022,7491,1372,6771,1286,0.183153117,0.189927633
11/03/2022,7074,1097,6363,1043,0.155074922,0.163916392
12/03/2022,2830,263,2593,247,0.092932862,0.09525646
13/03/2022,1864,352,1641,300,0.188841202,0.182815356
14/03/2022,9318,1334,8320,1227,0.143163769,0.147475962
15/03/2022,8139,1186,7209,1061,0.145718147,0.14717714
16/03/2022,7114,1110,6245,1025,0.156030363,0.164131305
17/03/2022,6555,1084,5853,988,0.165369947,0.168802324
18/03/2022,6259,751,5614,711,0.119987218,0.126647667
19/03/2022,2778,193,2542,185,0.069474442,0.072777341
20/03/2022,1589,201,1467,185,0.126494651,0.126107703
21/03/2022,1910,148,1681,128,0.077486911,0.076145152
22/03/2022,6953,973,6197,894,0.139939594,0.144263353
23/03/2022,5951,598,5348,556,0.100487313,0.103964099
24/03/2022,5886,674,5259,635,0.114509004,0.120745389
25/03/2022,6084,559,5523,528,0.091880342,0.095600217
26/03/2022,2779,272,2512,261,0.097876934,0.103901274
27/03/2022,1823,110,1647,98,0.060340099,0.059502125
28/03/2022,6251,599,5694,556,0.095824668,0.097646646
29/03/2022,5543,592,4944,549,0.106801371,0.111043689
30/03/2022,5316,540,4798,503,0.101580135,0.104835348
31/03/2022,5049,507,4544,481,0.100415924,0.105853873
01/04/2022,4867,453,4422,422,0.093075817,0.095431931
02/04/2022,2423,193,2220,186,0.079653322,0.083783784
03/04/2022,1330,130,1118,113,0.097744361,0.101073345
04/04/2022,5098,516,4513,460,0.101216163,0.101927764
05/04/2022,4513,522,4064,473,0.115665854,0.116387795
06/04/2022,4494,480,3976,457,0.106809079,0.114939638
07/04/2022,4761,469,4275,441,0.098508717,0.103157895
08/04/2022,4231,346,3798,320,0.081777358,0.084254871
09/04/2022,2705,118,2384,110,0.043622921,0.04614094
10/04/2022,780,27,681,22,0.034615385,0.032305433
11/04/2022,5135,205,4670,182,0.039922103,0.038972163
12/04/2022,4563,295,4128,262,0.064650449,0.063468992
13/04/2022,4113,262,3729,237,0.063700462,0.063555913
14/04/2022,1093,105,998,98,0.096065874,0.098196393
15/04/2022,866,90,805,88,0.103926097,0.10931677
16/04/2022,2760,189,2536,157,0.068478261,0.061908517
17/04/2022,1317,40,1198,31,0.030372058,0.025876461
18/04/2022,4308,388,3822,340,0.090064995,0.08895866
19/04/2022,4082,479,3688,415,0.117344439,0.112527115
20/04/2022,4421,300,3945,271,0.067857951,0.06869455
21/04/2022,3345,255,3078,234,0.076233184,0.076023392
22/04/2022,2945,206,2617,194,0.069949066,0.074130684
23/04/2022,1848,61,1700,56,0.033008658,0.032941176
24/04/2022,665,29,569,23,0.043609023,0.040421793
25/04/2022,4217,365,3776,315,0.086554423,0.08342161
26/04/2022,2947,263,2600,246,0.089243298,0.094615385
27/04/2022,3717,401,3322,359,0.107882701,0.108067429
28/04/2022,3060,216,2715,207,0.070588235,0.076243094
29/04/2022,2747,258,2447,242,0.093920641,0.098896608
30/04/2022,1423,59,1204,56,0.041461701,0.046511628
01/05/2022,600,16,512,16,0.026666667,0.03125
02/05/2022,3741,332,3334,310,0.088746325,0.092981404
03/05/2022,3162,245,2786,225,0.077482606,0.080760948
04/05/2022,2700,282,2452,259,0.104444444,0.105628059
05/05/2022,1966,170,1758,160,0.08646999,0.091012514
06/05/2022,3052,247,2796,237,0.080930537,0.084763948
07/05/2022,1470,76,1274,76,0.05170068,0.059654631
08/05/2022,711,104,586,98,0.146272855,0.167235495
09/05/2022,3771,382,3403,359,0.10129939,0.105495151
10/05/2022,2574,331,2340,320,0.128593629,0.136752137
11/05/2022,3148,364,2832,334,0.115628971,0.117937853
12/05/2022,3062,386,2731,359,0.126061398,0.13145368
13/05/2022,3339,426,3005,408,0.127583109,0.13577371
14/05/2022,2301,461,2049,447,0.200347675,0.218155198
15/05/2022,1118,391,981,378,0.349731664,0.385321101
16/05/2022,4178,588,3895,566,0.140737195,0.145314506
17/05/2022,3251,439,2900,408,0.135035374,0.140689655
18/05/2022,3774,419,3359,385,0.111022787,0.114617446
19/05/2022,4763,314,4470,305,0.065924837,0.068232662
20/05/2022,4499,601,4156,573,0.133585241,0.137872955
21/05/2022,2392,575,2143,565,0.240384615,0.26364909
22/05/2022,1391,522,1232,517,0.37526959,0.419642857
23/05/2022,4072,716,3759,671,0.175834971,0.178504922
24/05/2022,3581,511,3207,475,0.142697571,0.148113502
25/05/2022,4500,958,4071,904,0.212888889,0.222058462
26/05/2022,3976,786,3720,747,0.197686117,0.200806452
27/05/2022,3958,881,3557,815,0.222587165,0.229125668
28/05/2022,2028,326,1766,314,0.160749507,0.177802945
29/05/2022,840,95,685,91,0.113095238,0.132846715
30/05/2022,5077,1120,4633,1050,0.220602718,0.22663501
31/05/2022,4188,1058,3774,977,0.252626552,0.258876524
01/06/2022,4768,1127,4395,1047,0.23636745,0.238225256
02/06/2022,4852,1230,4440,1134,0.25350371,0.255405405
03/06/2022,5194,1075,4745,969,0.20696958,0.204214963
04/06/2022,3674,524,3308,495,0.142623843,0.149637243
05/06/2022,882,196,714,165,0.222222222,0.231092437
06/06/2022,5831,1700,5364,1589,0.29154519,0.296234154
07/06/2022,5484,1760,5053,1676,0.320933625,0.331684148
08/06/2022,6358,2023,5823,1876,0.318181818,0.322170702
09/06/2022,5997,1957,5476,1828,0.326329832,0.333820307
10/06/2022,6465,1982,5990,1845,0.306573859,0.308013356
11/06/2022,3484,873,3172,820,0.250574053,0.25851198
12/06/2022,1014,305,822,285,0.300788955,0.346715328
13/06/2022,8771,2635,7913,2460,0.300421845,0.310880829
